,Player,Team,Position,GP,TOI,TOIperGP,Goalsper60,Total Assistsper60,First Assistsper60,Second Assistsper60,Total Pointsper60,IPP,Shotsper60,SHpct,ixGper60,iCFper60,iFFper60,iSCFper60,iHDCFper60,Rush Attemptsper60,Rebounds Createdper60,PIMper60,Total Penaltiesper60,Minorper60,Majorper60,Misconductper60,Penalties Drawnper60,Giveawaysper60,Takeawaysper60,Hitsper60,Hits Takenper60,Shots Blockedper60,Faceoffs Wonper60,Faceoffs Lostper60,Faceoffs pct
315,Oskar Sundqvist,"DET, STL",C,59,825.9666667,13.99943503,0.58,1.09,0.87,0.22,1.67,56.1,5.08,11.43,0.52,8.5,6.47,5.23,1.96,0.36,0.58,2.11,0.65,0.51,0.07,0.07,0.87,1.82,0.87,5.08,4.65,2.11,5.45,7.77,2.99
358,Carter Rowney,DET,C,26,277.3833333,10.66858974,0.87,0.43,0.22,0.22,1.3,50,3.24,26.67,0.44,5.84,4.54,4.33,2.16,0,0.65,0,0,0,0,0,0.43,1.08,0.87,7.79,4.98,4.33,16.01,19.68,9.7
367,Tyler Motte,"NYR, VAN",C,58,812.65,14.0112069,0.52,0.59,0.37,0.22,1.11,48.39,7.46,6.93,0.71,13.14,10.63,7.9,2.66,0.52,0.59,1.62,0.74,0.74,0,0,0.89,1.33,2.14,8.64,5.61,4.28,0.81,0.59,4.27
463,Brendan Lemieux,L.A,L,50,537.4,10.748,0.89,0.56,0.33,0.22,1.45,56.52,7.26,12.31,0.84,14.74,11.39,9.16,4.47,1.34,1.12,10.83,3.01,1.79,1,0.22,2.46,1.9,1.23,13.62,6.81,1.9,1.23,1.45,5.12
581,Will Borgen,SEA,D,36,550.2,15.28333333,0.22,0.65,0.44,0.22,0.87,50,5.34,4.08,0.17,10.58,7.2,2.07,0.11,0.11,0.55,3.05,1.2,0.98,0.22,0,1.09,1.53,0.44,9.71,6.22,3.6,0,0,-
651,Josh Mahura,ANA,D,38,534.3,14.06052632,0.34,0.45,0.22,0.22,0.79,43.75,4.04,8.33,0.19,9.21,5.84,2.36,0.34,0,0.22,1.35,0.67,0.67,0,0,0.79,1.91,0.56,7.07,10.11,5.73,0,0,-
852,Kevin Bahl,N.J,D,17,267.6666667,15.74509804,0.22,0.67,0.45,0.22,0.9,36.36,3.59,6.25,0.12,6.72,4.93,1.79,0.22,0.67,0.22,2.24,1.12,1.12,0,0,0,0.67,0.9,6.28,2.02,3.36,0,0,-
938,Ilya Mikheyev,TOR,R,53,808.7333333,15.2591195,1.56,0.82,0.59,0.22,2.37,64,10.91,14.29,1.17,15.21,13.28,10.53,5.34,0.45,1.11,1.93,0.59,0.52,0,0.07,0.74,1.93,1.78,3.86,5.04,1.34,0,0.15,0
165,Ben Chiarot,"FLA, MTL",D,74,1690.816667,22.84887387,0.32,0.6,0.39,0.21,0.92,39.39,5.07,6.29,0.2,9.51,6.28,2.91,0.57,0.28,0.71,1.7,0.85,0.85,0,0,0.21,2.45,0.71,5.57,3.76,4.61,0,0,-
232,Nick Seeler,PHI,D,43,562.3666667,13.07829457,0.11,0.21,0,0.21,0.32,15,3.41,3.13,0.14,7.15,5.12,1.39,0.21,0.11,0.43,3.09,1.07,0.75,0.32,0,1.49,1.81,0.43,8,8.43,7.15,0,0,-
349,Jaycob Megna,S.J,D,44,841.3,19.12045455,0.14,0.43,0.21,0.21,0.57,28.57,2.85,5,0.1,5.99,3.64,2.42,0.21,0.43,0.57,1.14,0.57,0.57,0,0,0.14,1.64,1.28,5.06,4.85,6.56,0,0,-
371,Carson Soucy,SEA,D,64,1130.233333,17.65989583,0.53,0.58,0.37,0.21,1.11,36.84,5.15,10.31,0.24,8.97,6.26,3.03,0.48,0.21,0.64,2.5,1.11,1.06,0.05,0,0.32,1.54,1.22,6.26,4.94,3.88,0,0,-
494,Kevin Labanc,S.J,R,21,279.1166667,13.29126984,0.64,0.64,0.43,0.21,1.29,60,7.74,8.33,0.57,13.33,10.1,6.88,1.72,0.86,0.43,1.29,0.64,0.64,0,0,0.64,1.29,1.29,6.02,4.51,1.93,0,0.21,0
610,Kevin Rooney,NYR,C,61,844.85,13.85,0.43,0.43,0.21,0.21,0.85,63.16,5.04,8.45,0.42,7.81,5.97,4.47,2.13,0.36,0.5,1.28,0.64,0.64,0,0,1.35,1.35,1.56,5.97,4.9,3.34,12.85,15.84,3.18
652,Jonathan Dahlen,S.J,C,61,841.3166667,13.7920765,0.86,0.71,0.5,0.21,1.57,61.11,7.49,11.43,0.91,12.69,9.77,8.77,4.85,1.28,1,0.86,0.43,0.43,0,0,0.36,1.64,1.5,1.14,2.21,2.42,0,0.07,0
733,Michael Rasmussen,DET,C,80,1161.283333,14.51604167,0.78,0.62,0.41,0.21,1.4,58.7,6.67,11.63,0.8,10.08,8.94,7.29,4.55,0.47,1.14,3.41,1.45,1.4,0,0.05,1.34,0.83,1.5,7.34,6.61,3.36,21.18,21.13,2.59
738,Urho Vaakanainen,"ANA, BOS",D,29,560.2333333,19.3183908,0,0.64,0.43,0.21,0.64,20.69,2.89,0,0.09,5.89,4.07,1.39,0.11,0,0,1.07,0.54,0.54,0,0,0.43,0.86,0.75,2.89,4.39,3,0,0,-
743,Adam Ruzicka,CGY,C,28,286.2666667,10.22380952,1.05,1.05,0.84,0.21,2.1,71.43,6.92,15.15,0.67,12.16,9.43,7.76,3.35,0.42,1.05,1.68,0.84,0.84,0,0,0.63,2.31,1.26,5.03,4.82,1.68,21.59,25.15,9.68
748,Owen Tippett,"FLA, PHI",R,63,845.6333333,13.42275132,0.71,0.78,0.57,0.21,1.49,45.65,8.94,7.94,0.92,15.11,11.57,8.16,3.48,0.43,1.06,0.85,0.43,0.43,0,0,0.71,1.77,2.55,6.95,6.1,1.14,1.49,2.41,2.71
831,Joe Veleno,DET,C,66,872.4,13.21818182,0.55,0.48,0.28,0.21,1.03,60,5.02,10.96,0.47,8.6,6.67,5.09,2.27,0.07,0.69,1.51,0.69,0.69,0,0,0.48,0.83,1.31,8.46,5.3,1.72,15.27,16.37,3.32
833,K'Andre Miller,NYR,D,82,1688.566667,20.59227642,0.25,0.46,0.25,0.21,0.71,26.32,3.62,6.86,0.19,7.85,4.97,2.27,0.46,0.07,0.39,0.85,0.43,0.43,0,0,0.25,1.31,2.1,5.37,3.45,3.38,0,0,-
879,Jasper Weatherby,S.J,C,50,562.0333333,11.24066667,0.53,0.64,0.43,0.21,1.17,52.38,4.8,11.11,0.55,8.75,6.83,5.76,2.88,1.07,0.75,1.92,0.96,0.96,0,0,0.43,1.49,1.92,5.55,4.8,2.56,18.47,17.93,5.42
890,Logan O'Connor,COL,R,81,1123.583333,13.87139918,0.43,0.85,0.64,0.21,1.28,57.14,6.78,6.3,0.58,10.79,8.33,6.89,3.36,0.43,1.17,2.03,0.85,0.75,0.11,0,1.44,0.91,2.03,5.34,7.16,3.15,0.27,0.91,1.21
913,Cam York,PHI,D,30,572.4333333,19.08111111,0.31,0.73,0.52,0.21,1.05,40,3.46,9.09,0.17,7.55,4.82,1.68,0.21,0,0.63,0.63,0.31,0.31,0,0,0.31,1.26,0.52,2.1,5.66,4.19,0,0,-
93,Nick Holden,OTT,D,76,1508.5,19.84868421,0.2,0.56,0.36,0.2,0.76,33.33,2.98,6.67,0.14,6.72,4.69,1.99,0.32,0.12,0.4,0.48,0.24,0.24,0,0,0.16,1.91,0.64,4.57,5.61,4.45,0,0.04,0
157,Marcus Foligno,MIN,L,74,1215.15,16.42094595,1.14,0.94,0.74,0.2,2.07,58.33,4.89,23.23,0.64,8.05,6.62,5.43,3.11,0.35,0.54,5.53,1.58,0.99,0.49,0.1,1.19,1.33,1.38,11.75,4.44,2.07,0.59,0.4,2.96
169,Nic Dowd,WSH,C,64,912.8166667,14.26276042,0.66,0.92,0.72,0.2,1.58,64.86,5.92,11.11,0.6,8.87,7.43,5.85,2.43,0.2,0.66,2.89,1.38,1.38,0,0,0.92,0.92,1.84,9.14,7.49,3.48,33.26,28.72,3.53
375,John Hayden,BUF,C,55,595.55,10.82818182,0.2,0.2,0,0.2,0.4,40,6.65,3.03,0.6,10.48,8.46,6.75,2.52,0.4,0.6,8.46,2.12,1.21,0.6,0.3,1.81,1.01,1.21,10.48,4.74,2.42,0.2,0.71,2.24
519,Travis Dermott,"TOR, VAN",D,60,920.1833333,15.33638889,0.13,0.33,0.13,0.2,0.46,17.07,3,4.35,0.17,6.52,4.43,2.28,0.52,0.13,0.26,0.91,0.46,0.46,0,0,0.46,1.7,0.46,3.59,4.96,3,0,0,-
570,Yakov Trenin,NSH,C,80,1173.416667,14.66770833,0.87,0.36,0.15,0.2,1.23,61.54,6.95,12.5,0.83,12.43,9.77,7.31,3.32,0.66,0.46,2.35,0.87,0.66,0.2,0,0.92,1.23,1.89,9.77,4.35,1.69,0.61,1.18,1.75
601,Lane Pederson,S.J,C,29,305.0333333,10.5183908,0,0.39,0.2,0.2,0.39,66.67,4.72,0,0.38,7.87,6.49,4.13,1.38,0.59,0.39,1.97,0.98,0.98,0,0,0.59,1.18,1.18,10.62,8.06,1.97,8.26,10.62,8.61
657,Boris Katchouk,"CHI, T.B",L,59,585.7833333,9.928531073,0.31,0.41,0.2,0.2,0.72,53.85,5.94,5.17,0.61,10.24,8.19,5.63,3.07,0.82,0.31,3.99,1.02,0.72,0.1,0.2,1.64,0.72,1.64,14.13,6.15,2.05,0.72,1.23,3.77
711,Jeffrey Viel,S.J,L,34,299.3166667,8.803431373,0.6,0.4,0.2,0.2,1,83.33,6.01,10,0.66,10.42,7.82,6.62,3.41,1,1,22.85,6.62,4.41,1.6,0.6,5.01,1.8,2.61,16.84,6.41,2.21,0.8,1.6,6.68
78,Brendan Smith,CAR,D,45,626.3166667,13.91814815,0.38,0.38,0.19,0.19,0.77,32,6.04,6.35,0.26,12.26,8.24,2.49,0.19,0.1,0.67,3.45,1.44,1.25,0.19,0,1.05,1.25,1.15,6.99,6.9,3.83,0,0,-
274,Connor Murphy,CHI,D,57,1240.216667,21.75818713,0.19,0.29,0.1,0.19,0.48,23.26,3.43,5.63,0.14,7.26,4.74,1.5,0.1,0.05,0.34,2.27,1.06,1.02,0.05,0,0.63,2.27,0.92,6.29,6.58,7.26,0,0,-
331,Brock McGinn,PIT,L,64,959.6833333,14.99505208,0.75,0.63,0.44,0.19,1.38,70.97,6.19,12.12,0.69,9.82,8,6.25,2.88,0.5,0.56,0.88,0.44,0.44,0,0,0.63,1.19,1.13,5.88,5.44,3.13,1,1.75,2.27
458,Robby Fabbri,DET,C,56,970.2833333,17.3264881,1.05,0.8,0.62,0.19,1.86,58.82,7.61,13.82,0.95,13.05,10.51,8.22,4.02,0.19,0.62,2.16,0.99,0.93,0.06,0,1.05,1.3,0.8,5.32,3.96,1.17,3.34,3.4,3.06
543,Ethan Bear,CAR,D,58,932.65,16.08017241,0.32,0.58,0.39,0.19,0.9,32.56,6.24,5.15,0.29,11.97,8.3,2.83,0.58,0.19,0.9,1.29,0.58,0.58,0,0,0.19,1.8,1.03,3.54,5.79,2.64,0,0,-
621,Ryan Lindgren,NYR,D,78,1567.833333,20.10042735,0.15,0.42,0.23,0.19,0.57,23.44,2.79,5.48,0.17,5.89,3.83,1.88,0.46,0.08,0.31,1.84,0.92,0.92,0,0,0.61,1.22,0.73,4.94,5.55,5.4,0,0,-
674,Jacob Moverare,L.A,D,19,310.4833333,16.34122807,0,0.39,0.19,0.19,0.39,18.18,2.9,0,0.06,5.41,3.29,1.16,0,0.39,0.19,0.39,0.19,0.19,0,0,0,0.58,0.19,3.09,7.73,4.06,0,0,-
693,Brandon Hagel,"CHI, T.B",L,77,1259.466667,16.35670996,1.19,0.91,0.71,0.19,2.1,61.97,5.95,20,0.77,10.62,7.91,6.76,3.14,0.48,0.38,1.48,0.67,0.62,0.05,0,1.14,1.57,2.52,3,8.34,1.52,1.14,1.57,2.01
898,Brett Leason,WSH,R,36,322.4,8.955555556,0.56,0.56,0.37,0.19,1.12,60,8.37,6.67,0.61,12.47,10.05,7.44,2.79,0.19,0.37,0.74,0.37,0.37,0,0,0,0.74,1.67,2.98,5.4,2.61,0.56,0.93,6.98
1,Zdeno Chara,NYI,D,72,1348.55,18.72986111,0.09,0.53,0.36,0.18,0.62,25.45,3.6,2.47,0.18,7.65,5.07,1.33,0.13,0.04,0.49,3.78,1.2,0.89,0.22,0.09,0.49,2,0.62,5.56,2.05,4,0,0,-
79,Colton Sceviour,EDM,C,35,331.5666667,9.473333333,0.36,0.54,0.36,0.18,0.9,50,6.88,5.26,0.66,10.86,9.59,6.15,2.71,0.72,0.36,4.7,1.09,0.54,0.36,0.18,0.9,1.81,1.63,7.42,5.25,3.62,5.25,5.97,8.46
82,Robert Bortuzzo,STL,D,73,1002.833333,13.73744292,0.06,0.3,0.12,0.18,0.36,19.35,2.81,2.13,0.14,5.21,4.07,1.91,0.3,0.12,0.18,2.15,0.9,0.78,0.12,0,0.54,1.2,0.48,8.08,5.09,5.86,0,0,-
255,Matt Nieto,S.J,L,70,1008.25,14.40357143,0.36,0.65,0.48,0.18,1.01,65.38,4.88,7.32,0.44,7.14,6.31,4.52,2.26,0.48,0.3,1.13,0.48,0.42,0.06,0,0.95,1.01,1.25,5.71,6.07,2.8,0.12,0.65,0.92
747,Gabriel Vilardi,L.A,C,25,337.85,13.514,0.89,0.36,0.18,0.18,1.24,58.33,7.28,12.2,0.77,10.66,9.23,7.64,4.44,0.71,0.71,1.42,0.53,0.53,0,0,1.07,0.89,1.07,1.07,6.39,1.6,10.66,12.61,8.13
936,Vasily Podkolzin,VAN,R,79,1010.55,12.79177215,0.83,0.71,0.53,0.18,1.54,56.52,6.83,12.17,0.6,11.34,9.32,6.95,2.97,0.06,0.42,1.54,0.77,0.77,0,0,0.53,1.07,1.9,4.99,4.69,1.96,0.47,0.65,2.5
966,Dawson Mercer,N.J,C,82,1356.383333,16.54126016,0.75,1.11,0.93,0.18,1.86,54.55,6.81,11.04,0.74,10.93,8.54,7.87,4.11,0.62,0.71,1.24,0.58,0.58,0,0,0.75,2.34,2.48,1.15,5.71,1.55,9.25,16.85,1.57
428,Nathan Walker,STL,L,30,346.2666667,11.54222222,1.39,0.69,0.52,0.17,2.08,80,6.58,21.05,0.77,11.09,9.53,7.97,3.29,0.52,0.69,0.35,0.17,0.17,0,0,0.87,1.04,1.39,10.05,8.14,3.81,1.39,2.6,6.03
557,Kyle Capobianco,ARI,D,45,720.1833333,16.00407407,0.17,0.58,0.42,0.17,0.75,29.03,3.33,5,0.21,7.08,5.17,2.08,0.25,0.08,0.58,3.17,1.5,1.5,0,0,0.5,2.58,1.33,3.58,3.08,3.83,0,0,-
774,Robin Salo,NYI,D,21,350.5166667,16.69126984,0.17,0.68,0.51,0.17,0.86,50,4.11,4.17,0.16,7.36,4.96,1.71,0,0.17,0.86,0.68,0.34,0.34,0,0,0,2.4,0.86,1.2,7.87,3.94,0,0,-
794,Jacob Peterson,DAL,C,65,719.1,11.06307692,1,0.42,0.25,0.17,1.42,68,7.09,14.12,0.8,12.18,9.6,8.93,3.92,0.08,0.67,1,0.5,0.5,0,0,0.92,1.42,1.08,1.84,4.34,1.92,4.92,4.67,4.28
869,Connor Dewar,MIN,C,35,346.75,9.907142857,0.35,0.69,0.52,0.17,1.04,54.55,7.61,4.55,0.59,14.02,10.21,8.13,2.94,0.87,1.04,4.33,1.21,0.87,0.17,0.17,2.08,1.04,1.56,8.31,6.06,3.81,10.73,12.29,8.07
926,Connor McMichael,WSH,C,68,711.8333333,10.46813725,0.76,0.76,0.59,0.17,1.52,66.67,8.93,8.49,0.99,13.82,11.55,9.86,5.23,0.51,1.6,0.84,0.42,0.42,0,0,0.42,0.84,1.26,3.88,3.12,1.85,12.47,16.61,3.62
91,Lars Eller,WSH,C,72,1160.583333,16.11921296,0.67,0.93,0.78,0.16,1.6,57.41,6,11.21,0.59,11.01,8.79,6.57,2.64,0.52,0.57,2.07,1.03,1.03,0,0,0.88,2.27,1.91,4.91,4.81,1.86,26.37,26.93,2.56
119,Mark Borowiecki,NSH,D,57,747.8166667,13.11959064,0,0.32,0.16,0.16,0.32,19.05,3.61,0,0.13,7.3,5.38,1.77,0.48,0.16,0.16,12.12,2.97,1.44,1.2,0.32,2.33,1.12,0.56,15.73,5.78,6.34,0,0,-
373,Josh Brown,"BOS, OTT",D,52,739.2666667,14.21666667,0,0.49,0.32,0.16,0.49,27.27,3.65,0,0.1,7.06,5.11,1.06,0.08,0.08,0.57,3,0.89,0.49,0.41,0,0.73,1.79,0.73,9.58,5.52,5.03,0,0,-
615,Luke Kunin,NSH,C,82,1134.033333,13.8296748,0.69,0.48,0.32,0.16,1.16,51.16,6.61,10.4,0.77,11.06,9.31,7.2,2.96,0.21,0.74,5.24,1.64,1.16,0.37,0.11,0.95,0.9,1.06,11.8,5.61,2.7,2.54,3.23,2.33
700,Dylan Gambrell,OTT,C,63,764.5833333,12.13624339,0.24,0.31,0.16,0.16,0.55,29.17,4.55,5.17,0.52,8,7.06,4.87,2.28,0.39,0.39,0.94,0.47,0.47,0,0,0.47,1.02,0.86,8.08,8.71,3.06,23.15,24.25,3.83
817,Zach Whitecloud,VGK,D,59,1109.05,18.79745763,0.43,0.6,0.43,0.16,1.03,30.16,5.09,8.51,0.23,10.17,7.25,2.65,0.49,0,0.65,1.08,0.54,0.54,0,0,0.27,1.41,0.7,5.3,8.98,6.22,0,0,-
44,Andy Greene,NYI,D,69,1201.383333,17.41135266,0.1,0.4,0.25,0.15,0.5,25.64,2.6,3.85,0.11,6.29,4.3,1.25,0.15,0.05,0.2,0.5,0.25,0.25,0,0,0.15,2.25,0.7,1.95,4.3,6.29,0,0,-
133,Alex Chiasson,VAN,R,67,778.8833333,11.62512438,1,0.69,0.54,0.15,1.69,48.89,7.55,13.27,0.92,10.78,9.01,7.78,4.31,0.39,0.92,1.85,0.62,0.54,0,0.08,0.77,0.77,0.54,5.24,6.24,1.39,0.77,1,3.35
434,Jordan Oesterle,DET,D,45,822.9166667,18.28703704,0.15,0.44,0.29,0.15,0.58,27.59,4.59,3.17,0.15,7.36,5.61,2.04,0,0.07,0.15,0.29,0.15,0.15,0,0,0,1.24,0.44,1.97,5.98,3.21,0,0,-
451,Jakub Vrana,DET,L,26,388.2666667,14.93333333,2.01,0.93,0.77,0.15,2.94,90.48,10.04,20,0.92,16.54,13.91,8.19,2.47,0.62,0.31,2.47,0.62,0.46,0,0.15,0.31,2.47,1.85,2.16,1.85,1.39,0.15,0.31,5.15
537,Brandon Carlo,BOS,D,79,1556.533333,19.70295359,0.23,0.35,0.19,0.15,0.58,28.85,4.82,4.8,0.14,8.21,6.24,1.58,0.15,0.23,0.35,1.19,0.54,0.5,0.04,0,0.39,0.96,1.23,5.51,7.59,4.01,0,0,-
551,Daniel Sprong,"SEA, WSH",R,63,818.2,12.98730159,1.03,0.44,0.29,0.15,1.47,57.14,11.22,9.15,1.02,19.73,16.13,11.29,3.81,0.73,1.03,0.59,0.29,0.29,0,0,0.51,1.76,1.47,3.15,4.11,0.88,0,0.29,0
605,Philippe Myers,NSH,D,27,401.7166667,14.87839506,0.15,0.45,0.3,0.15,0.6,26.67,4.18,3.57,0.19,10.75,7.32,1.79,0.3,0,0.15,1.79,0.9,0.9,0,0,0.3,2.54,1.19,7.47,4.78,2.54,0,0,-
694,Michael Pezzetta,MTL,L,51,399.6333333,7.835947712,0.75,0.9,0.75,0.15,1.65,68.75,7.36,10.2,0.81,11.56,9.76,6.91,3.9,0.3,0.9,12.16,3.6,2.55,0.75,0.3,2.7,3.6,0.6,23.42,7.06,1.2,0.9,0.75,8.19
769,Scott Reedy,S.J,C,35,391.5166667,11.18619048,1.07,0.31,0.15,0.15,1.38,60,5.06,21.21,0.85,8.28,7.36,6.9,3.52,0.61,0.46,1.53,0.77,0.77,0,0,0.61,0.77,0.92,2.15,4.29,3.98,8.12,12.11,6.15
894,Corey Schueneman,MTL,D,24,398.3833333,16.59930556,0.3,0.6,0.45,0.15,0.9,54.55,4.52,6.67,0.21,9.79,7.08,2.26,0.45,0.45,0.45,1.2,0.6,0.6,0,0,0.6,1.96,0.9,2.26,6.93,6.02,0,0,-
986,Yegor Chinakhov,CBJ,R,62,775.5,12.50806452,0.54,0.54,0.39,0.15,1.08,48.28,7.58,7.14,0.6,14.62,11.06,6.96,2.01,0.39,1.16,1.24,0.62,0.62,0,0,0.7,1.47,1.47,3.87,2.71,1.24,0,0.46,0
351,Kurtis MacDermid,COL,D,58,429.15,7.399137931,0.28,0.42,0.28,0.14,0.7,26.32,6.43,4.35,0.31,12.44,8.81,3.5,1.26,0.14,1.54,12.44,3.08,1.68,0.98,0.42,1.26,1.68,0.7,14.68,5.73,3.08,0,0,-
670,Nathan Bastian,"N.J, SEA",R,72,857.2,11.90555556,0.84,0.42,0.28,0.14,1.26,38.3,6.79,12.37,0.99,11.55,10.15,8.47,5.32,0.84,0.7,4.55,1.4,1.05,0.21,0.14,1.05,1.05,0.91,14.7,9.38,2.8,1.61,1.75,3.35
162,Nicolas Deslauriers,"ANA, MIN",L,81,920.6,11.3654321,0.52,0.33,0.2,0.13,0.85,65,5.87,8.89,0.66,10.3,8.02,5.67,3.19,0.33,0.85,7.36,1.89,0.91,0.85,0.13,1.5,0.91,0.46,17.14,3.45,3.19,0.07,0.2,1.63
182,Greg McKegg,NYR,C,43,467.2833333,10.86705426,0.26,0.39,0.26,0.13,0.64,62.5,3.21,8,0.36,4.88,3.98,3.21,1.93,0.26,0.26,0.77,0.39,0.39,0,0,0.39,1.93,1.8,6.42,5.52,2.82,9.24,11.3,5.78
254,Joel Edmundson,MTL,D,24,470,19.58333333,0.38,0.38,0.26,0.13,0.77,26.09,4.09,9.38,0.12,7.53,5.23,1.4,0.13,0.26,0.26,4.47,1.53,1.28,0.13,0.13,0.77,3.45,0.64,7.79,3.96,5.74,0,0,-
471,Juho Lammikko,VAN,L,75,920.6166667,12.27488889,0.46,0.52,0.39,0.13,0.98,53.57,4.37,10.45,0.5,7.69,6,4.63,2.41,0.46,0.52,0.91,0.46,0.46,0,0,0.65,0.59,1.11,6.06,2.35,3,23.07,22.16,3.32
598,Matt Roy,L.A,D,67,1405.9,20.98358209,0.09,0.81,0.68,0.13,0.9,30.88,6.53,1.31,0.29,11.78,8.71,3.58,0.73,1.24,1.15,1.19,0.55,0.55,0,0,0.3,2.09,0.34,5.29,5.59,4.4,0,0,-
660,Taylor Raddysh,"CHI, T.B",R,74,912.85,12.33581081,0.72,0.72,0.59,0.13,1.45,46.81,6.84,10.58,0.91,10.71,9.33,7.82,4.73,0.53,0.72,0.66,0.26,0.26,0,0,0.66,0.99,1.51,6.77,4.14,1.38,0.39,0.66,2.46
732,Jake Leschyshyn,VGK,C,41,463.35,11.30121951,0.26,0.52,0.39,0.13,0.78,42.86,4.53,5.71,0.46,7.9,6.09,5.57,2.72,0.13,0.52,1.04,0.52,0.52,0,0,0.52,0.52,1.68,5.83,8.68,2.98,15.8,18.52,5.96
741,Kristian Vesalainen,WPG,L,53,459.5333333,8.670440252,0.26,0.13,0,0.13,0.39,25,5.61,4.65,0.43,8.36,6.4,4.44,1.96,0.26,0.91,0.78,0.39,0.39,0,0,0.65,1.04,0.65,9.4,4.31,1.83,0,0.13,0
927,Thomas Harley,DAL,D,34,465.45,13.68970588,0.13,0.39,0.26,0.13,0.52,23.53,4.64,2.78,0.27,10.96,7.73,3.35,1.16,0.52,0.52,0.77,0.39,0.39,0,0,0.26,2.32,1.16,3.87,5.8,3.87,0,0,-
160,Casey Cizikas,NYI,C,74,1017.266667,13.74684685,0.59,0.35,0.24,0.12,0.94,59.26,5.37,10.99,0.6,8.67,7.55,5.84,3.42,0.59,0.59,2.83,1.42,1.42,0,0,1.18,1.89,1.95,8.14,5.6,2.54,31.5,25.19,3.28
164,Kevin Connauton,"FLA, PHI",D,39,509.9833333,13.07649573,0.12,0.24,0.12,0.12,0.35,13.64,3.53,3.33,0.16,7.88,4.59,2.47,0.71,0.12,0.35,0.47,0.24,0.24,0,0,0.12,1.88,0.71,8.71,7.18,3.76,0,0,-
677,Troy Stecher,"DET, L.A",D,29,483.3833333,16.6683908,0.12,0.25,0.12,0.12,0.37,21.43,6.21,2,0.21,10.8,8.44,2.23,0.62,0.74,0.5,1.61,0.62,0.5,0.12,0,0.12,2.36,0.87,4.1,6.95,4.72,0,0,-
822,Martin Fehervary,WSH,D,79,1552.583333,19.65295359,0.31,0.35,0.23,0.12,0.66,22.37,3.71,8.33,0.18,6.99,4.87,1.97,0.58,0.19,0.39,1,0.5,0.5,0,0,0.31,1.39,0.54,9.7,7.65,4.52,0,0,-
921,Arthur Kaliyev,L.A,R,80,1011.933333,12.64916667,0.83,0.77,0.65,0.12,1.6,52.94,11.5,7.22,0.97,18.38,15.36,9.66,3.74,1.3,1.66,2.19,0.77,0.65,0.06,0.06,0.36,1.19,1.19,1.84,6.28,0.71,0,0,-
971,Quinton Byfield,L.A,C,40,486.2666667,12.15666667,0.62,0.62,0.49,0.12,1.23,66.67,4.94,12.5,0.73,9.5,7.77,7.16,3.95,0.86,0.86,2.47,1.23,1.23,0,0,0.74,1.73,1.85,2.47,6.91,1.36,15.3,18.38,5.6
74,Riley Nash,"ARI, T.B, WPG",C,49,559.95,11.42755102,0,0.43,0.32,0.11,0.43,28.57,3.86,0,0.49,6.86,6,4.5,2.68,0.75,0.43,1.07,0.54,0.54,0,0,0.75,1.29,1.93,4.93,6,1.82,22.18,20.36,5.59
430,Joel Hanley,DAL,D,44,525.3833333,11.9405303,0.23,0.46,0.34,0.11,0.69,42.86,2.06,11.11,0.08,6.4,3.65,1.71,0.34,0,0.11,0.46,0.23,0.23,0,0,0.23,1.6,0.57,6.85,7.42,4.91,0,0,-
435,Patrick Brown,PHI,C,44,547.0833333,12.43371212,0.44,0.55,0.44,0.11,0.99,64.29,5.59,7.84,0.54,9.1,7.57,5.04,2.41,0.22,1.21,1.21,0.44,0.33,0.11,0,0.66,1.54,0.99,10.97,3.95,3.95,26.54,18.86,6.41
653,Victor Mete,OTT,D,37,541.1,14.62432432,0,0.78,0.67,0.11,0.78,53.85,2.99,0,0.16,6.1,4.66,2,0.44,0.33,0.22,0.44,0.22,0.22,0,0,0.44,2,0.78,1.44,6.32,4.21,0,0,-
715,Gerry Mayhew,"ANA, PHI",C,40,527.0166667,13.17541667,1.25,0.11,0,0.11,1.37,57.14,6.03,20.75,0.71,11.73,9.11,7.86,3.42,0.11,0.8,2.05,1.02,1.02,0,0,1.14,0.8,1.02,6.6,6.26,2.96,0.34,0.8,3.42
716,Justin Danforth,CBJ,R,45,565.7,12.57111111,1.06,0.42,0.32,0.11,1.48,58.33,7.64,13.89,0.86,13.89,11.24,7.21,4.14,0.11,0.74,1.06,0.53,0.53,0,0,1.38,0.21,1.59,9.02,4.67,2.33,11.35,9.76,5.7
237,Adam Lowry,WPG,C,79,1222.95,15.48037975,0.64,0.39,0.29,0.1,1.03,52.5,5.64,11.3,0.84,9.52,8,6.77,3.83,0.1,0.83,2.89,0.74,0.34,0.34,0.05,1.13,1.13,1.91,11.33,4.91,2.11,27.67,24.53,2.6
288,Luke Glendening,DAL,C,82,1157.483333,14.11565041,0.47,0.36,0.26,0.1,0.83,69.57,6.01,7.76,0.71,10,8.66,7.21,3.89,0.41,0.52,0.78,0.31,0.26,0.05,0,0.83,0.73,0.88,9.28,5.39,3.06,22.03,15.5,3.04
445,Haydn Fleury,SEA,D,36,585.9333333,16.27592593,0.2,0.2,0.1,0.1,0.41,21.05,5.32,3.85,0.19,10.75,7.48,2.25,0.72,0.2,0.72,1.33,0.51,0.41,0.1,0,0.31,1.43,0.61,6.14,4.71,6.35,0,0,-
