,Player,Team,Position,GP,TOI,TOIperGP,Goalsper60,Total Assistsper60,First Assistsper60,Second Assistsper60,Total Pointsper60,IPP,Shotsper60,SHpct,ixGper60,iCFper60,iFFper60,iSCFper60,iHDCFper60,Rush Attemptsper60,Rebounds Createdper60,PIMper60,Total Penaltiesper60,Minorper60,Majorper60,Misconductper60,Penalties Drawnper60,Giveawaysper60,Takeawaysper60,Hitsper60,Hits Takenper60,Shots Blockedper60,Faceoffs Wonper60,Faceoffs Lostper60,Faceoffs pct
235,Joseph Cramarossa,MIN,C,1,6.916666667,6.916666667,0,8.67,0,8.67,8.67,100,8.67,0,0.6,8.67,8.67,8.67,0,0,0,17.35,8.67,8.67,0,0,0,0,8.67,8.67,17.35,0,0,0,-
607,Andrew Poturalski,CAR,C,2,20.28333333,10.14166667,0,5.92,0,5.92,5.92,100,11.83,0,1.04,14.79,14.79,11.83,5.92,0,2.96,0,0,0,0,0,0,2.96,0,0,8.87,2.96,8.87,11.83,126.78
945,Valtteri Puustinen,PIT,R,1,10.23333333,10.23333333,0,5.86,0,5.86,5.86,50,5.86,0,1.14,17.59,11.73,11.73,5.86,0,0,0,0,0,0,0,0,5.86,0,5.86,0,0,0,0,-
766,Reilly Walsh,N.J,D,1,14.38333333,14.38333333,0,4.17,0,4.17,4.17,100,8.34,0,0.05,12.51,8.34,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,20.86,8.34,0,0,-
335,Gemel Smith,DET,C,3,20.3,6.766666667,0,2.96,0,2.96,2.96,100,2.96,0,0.04,2.96,2.96,0,0,0,0,14.78,2.96,0,2.96,0,2.96,0,0,0,8.87,2.96,17.73,11.82,177.34
988,Alex Steeves,TOR,C,3,23.91666667,7.972222222,0,2.51,0,2.51,2.51,100,5.02,0,0.66,12.54,10.03,10.03,5.02,0,0,0,0,0,0,0,2.51,0,7.53,2.51,5.02,2.51,0,0,-
964,Jack Quinn,BUF,R,2,29.75,14.875,2.02,2.02,0,2.02,4.03,100,12.1,16.67,0.56,18.15,12.1,16.13,0,0,0,0,0,0,0,0,0,0,2.02,0,0,2.02,0,0,-
142,Ryan Ellis,PHI,D,4,91.21666667,22.80416667,0.66,2.63,0.66,1.97,3.29,83.33,3.95,16.67,0.14,8.55,5.26,2.63,0,0,0,0,0,0,0,0,0,3.29,1.32,0.66,2.63,3.95,0,0,-
914,Adam Beckman,MIN,L,3,31.23333333,10.41111111,0,1.92,0,1.92,1.92,50,7.68,0,0.15,11.53,7.68,0,0,0,1.92,3.84,1.92,1.92,0,0,0,3.84,1.92,1.92,5.76,1.92,0,0,-
811,Trey Fix-Wolansky,CBJ,R,6,37.51666667,6.252777778,1.6,1.6,0,1.6,3.2,66.67,8,20,0.53,14.39,12.79,9.6,3.2,0,0,0,0,0,0,0,0,4.8,3.2,11.2,4.8,6.4,0,0,-
956,Connor Mackey,CGY,D,3,40.73333333,13.57777778,0,1.47,0,1.47,1.47,100,5.89,0,0.44,11.78,10.31,5.89,1.47,2.95,1.47,2.95,1.47,1.47,0,0,0,1.47,1.47,5.89,0,1.47,0,0,-
691,Linus Hogberg,PHI,D,5,85.31666667,17.06333333,0,1.41,0,1.41,1.41,100,2.11,0,0.05,4.22,2.11,1.41,0,0,0,1.41,0.7,0.7,0,0,0,2.81,2.11,0,4.92,5.63,0,0,-
996,William Eklund,S.J,C,9,128.95,14.32777778,0,1.86,0.47,1.4,1.86,66.67,3.72,0,0.77,6.98,5.12,5.12,3.26,0.47,1.4,0.93,0.47,0.47,0,0,0.47,3.72,0.93,1.86,4.19,1.86,1.4,2.33,17.45
575,Artemi Panarin,NYR,L,75,1441.683333,19.22244444,0.92,3.08,1.79,1.29,4,83.48,7.37,12.43,0.71,15.4,11.03,7.91,1.5,0.33,0.96,0.75,0.21,0.17,0,0.04,0.5,2.95,2.33,0.92,2,0.58,0.04,0.04,2.08
221,Matthew Peca,STL,C,5,48.16666667,9.633333333,0,1.25,0,1.25,1.25,inf,3.74,0,0.18,9.97,4.98,4.98,1.25,0,0,0,0,0,0,0,2.49,2.49,0,3.74,4.98,1.25,6.23,8.72,51.9
261,Jonathan Huberdeau,FLA,L,80,1553.65,19.420625,1.16,3.28,2.05,1.24,4.44,77.18,8.57,13.51,1,13.28,10.81,8.84,4.13,0.58,1.2,2.09,0.73,0.66,0,0.08,1.04,3.28,2.43,3.82,3.32,1.08,0.7,1.39,1.29
135,John Tavares,TOR,C,79,1427.516667,18.06983122,1.13,2.06,0.88,1.18,3.19,63.87,9.96,11.39,1.42,18.03,14.58,13.45,6.72,0.42,1.43,1.34,0.67,0.67,0,0,0.76,2.73,1.68,3.78,3.99,1.85,34.17,22.23,2.55
479,Devon Toews,COL,D,66,1674.983333,25.37853535,0.47,1.58,0.39,1.18,2.04,46.34,5.66,8.23,0.29,9.56,7.24,2.76,0.86,0.21,0.5,0.72,0.36,0.36,0,0,0.18,1.22,1.61,1.93,1.43,3.04,0,0,-
440,Aaron Ekblad,FLA,D,61,1519.75,24.91393443,0.59,1.66,0.51,1.14,2.25,45.6,7.11,8.33,0.43,12.52,9.2,3.99,1.03,0.32,0.99,1.03,0.51,0.51,0,0,0.36,2.88,1.7,2.45,2.13,2.72,0,0,-
750,Isaac Ratcliffe,PHI,L,10,107.4666667,10.74666667,0.56,1.67,0.56,1.12,2.23,100,7.82,7.14,0.7,12.28,11.17,7.26,4.47,0.56,1.67,5.58,2.79,2.79,0,0,0,0.56,1.12,8.93,7.82,4.47,0,0.56,0
271,J.T. Miller,VAN,C,80,1684.233333,21.05291667,1.14,2.39,1.28,1.1,3.53,76.74,7.34,15.53,0.89,12.47,10.44,8.34,3.63,0.32,1.07,1.67,0.78,0.75,0.04,0,0.75,2.21,1.99,6.13,3.03,1.99,23.76,20.16,1.93
603,Mason Marchment,FLA,L,54,761.9333333,14.10987654,1.42,2.28,1.18,1.1,3.7,77.05,9.53,14.88,1.37,16.3,12.91,10.16,5.43,0.71,1.34,4.17,1.65,1.5,0.08,0.08,1.97,1.34,1.97,8.98,10.08,0.71,0.87,2.28,2.17
730,Kole Lind,SEA,R,23,272.1166667,11.83115942,0.44,1.32,0.22,1.1,1.76,72.73,6.84,6.45,0.55,10.36,8.6,5.73,3.09,0.66,0.66,2.65,1.32,1.32,0,0,0.66,0.66,1.54,3.97,7.94,2.2,1.32,2.43,7.78
107,Roman Josi,NSH,D,80,2043.783333,25.54729167,0.68,2.14,1.06,1.09,2.82,63.16,8.25,8.19,0.46,16.53,11.3,4.52,0.82,0.12,1.09,1.35,0.68,0.68,0,0,0.53,2.08,1.41,1.94,4.05,3.9,0,0,-
258,Nikita Kucherov,T.B,R,47,939.2,19.98297872,1.6,2.81,1.72,1.09,4.41,72.63,9.97,16.03,1.03,17.63,13.67,10.73,3.26,1.85,1.02,1.41,0.7,0.7,0,0,1.02,2.36,1.53,2.04,3.07,0.45,0.06,0,6.39
376,Pavel Buchnevich,STL,L,73,1335.966667,18.30091324,1.35,2.07,0.99,1.08,3.41,71.03,8.94,15.08,0.92,13.65,11.32,8.44,3.19,0.45,0.58,1.53,0.58,0.54,0,0.04,0.76,1.84,2.07,2.56,3.28,0.67,0.58,1.17,1.5
764,Dylan Samberg,WPG,D,15,222.8,14.85333333,0,1.35,0.27,1.08,1.35,45.45,3.77,0,0.14,7.54,6.19,1.35,0,0,0.27,1.08,0.54,0.54,0,0,0.27,2.96,1.62,5.66,6.46,5.12,0,0,-
994,Kent Johnson,CBJ,C,9,111.9833333,12.44259259,0,1.61,0.54,1.07,1.61,50,2.68,0,0.54,10.72,6.97,5.89,2.14,0,0,1.07,0.54,0.54,0,0,0,1.07,1.07,2.14,4.29,0.54,0,0,-
55,Claude Giroux,"FLA, PHI","C, R",75,1430.266667,19.07022222,0.88,1.85,0.8,1.05,2.73,72.22,8.6,10.24,0.69,14.22,11.24,6.46,2.35,0.42,0.8,1.09,0.55,0.55,0,0,1.01,1.72,1.17,2.85,2.68,0.67,30.75,20.26,2.53
80,David Perron,STL,L,67,1138.083333,16.98631841,1.42,1.58,0.53,1.05,3.01,72.15,9.33,15.25,0.91,16.82,12.18,9.17,2.06,0.16,1.11,2.53,1.05,1,0,0.05,0.84,0.95,1.95,4.22,2.95,0.58,0.05,0.16,1.32
141,Nazem Kadri,COL,C,71,1366.3,19.24366197,1.23,2.59,1.54,1.05,3.82,70.73,10.85,11.34,1.28,19.28,14.89,10.89,4.48,0.35,1.45,3.12,1.19,1.01,0.13,0.04,1.58,1.49,1.58,2.28,5.45,0.83,25.69,26,2.18
204,Ryan Johansen,NSH,C,79,1308.666667,16.56540084,1.19,1.7,0.64,1.05,2.89,56.25,5.41,22.03,0.6,8.34,7.01,6.05,2.38,0.18,0.41,2.43,1.15,1.1,0.05,0,0.41,2.06,1.79,3.3,1.97,1.6,31.68,28.52,2.41
612,Kyle Criscuolo,DET,C,6,57.33333333,9.555555556,0,2.09,1.05,1.05,2.09,100,5.23,0,0.31,10.47,7.33,6.28,2.09,0,0,2.09,1.05,1.05,0,0,0,0,0,6.28,5.23,1.05,4.19,9.42,32.2
560,Mitchell Marner,TOR,R,72,1503.566667,20.88287037,1.4,2.47,1.44,1.04,3.87,71.85,8.94,15.63,0.96,16.76,12.57,9.82,3.47,0.52,0.68,0.64,0.32,0.32,0,0,0.56,2.51,2.87,2.99,2.95,1.24,0.4,0.32,2.22
662,Dennis Cholowski,"SEA, WSH",D,11,173.95,15.81363636,0,1.03,0,1.03,1.03,30,3.79,0,0.18,11.38,6.9,4.14,0.69,0,0,0.69,0.34,0.34,0,0,0.69,1.72,0.34,1.72,2.41,4.48,0,0,-
317,Chandler Stephenson,VGK,C,79,1525.116667,19.30527426,0.83,1.69,0.67,1.02,2.52,64,4.92,16.8,0.66,7.67,6.22,4.92,2.4,0.2,0.59,1.02,0.51,0.51,0,0,0.55,1.26,1.57,2.68,5.67,1.73,25.69,23.68,2.05
516,Connor McDavid,EDM,C,80,1765.3,22.06625,1.5,2.69,1.67,1.02,4.18,81.46,10.71,13.97,1.39,16.35,13.36,11.49,5.34,0.34,1.33,1.53,0.54,0.48,0.03,0.03,1.7,2.31,2.48,2.55,4.21,0.88,19.1,16.45,1.83
409,Aleksander Barkov,FLA,C,67,1360.316667,20.30323383,1.72,2.16,1.15,1.01,3.88,69.84,9.44,18.22,1.08,15,12.09,9.88,4.37,0.31,1.01,0.79,0.4,0.4,0,0,0.35,2.25,2.6,2.21,3.18,1.85,31.45,23.77,2.51
923,Ville Heinola,WPG,D,12,178.7166667,14.89305556,0,1.68,0.67,1.01,1.68,71.43,8.39,0,0.35,14.77,11.08,4.7,0.67,0.34,0.67,3.36,1.68,1.68,0,0,0.34,1.68,1.68,3.02,6.04,2.35,0,0,-
194,Vladimir Tarasenko,STL,R,75,1268.35,16.91133333,1.61,2.27,1.28,0.99,3.88,74.55,10.88,14.78,1.12,18.07,14.43,11.68,3.03,0.52,1.04,1.51,0.57,0.52,0,0.05,0.61,1.47,0.8,3.93,3.55,2.13,0.19,0.33,1.72
1003,Nick Blankenburg,CBJ,D,7,123,17.57142857,0.49,0.98,0,0.98,1.46,75,6.34,7.69,0.22,11.71,7.32,3.41,0,0,0.49,1.95,0.98,0.98,0,0,0,0,0.49,9.27,4.88,5.85,0,0,-
620,Adam Fox,NYR,D,78,1864.766667,23.90726496,0.35,2.03,1.06,0.97,2.38,58.27,5.08,6.96,0.27,8.85,6.34,2.83,0.42,0.13,0.58,0.84,0.42,0.42,0,0,0.58,1.87,2.51,0.97,3.44,4.12,0,0,-
20,Evgeni Malkin,PIT,C,41,751.5166667,18.3296748,1.6,1.76,0.8,0.96,3.35,73.68,10.3,15.5,1.05,16.21,12.61,10.06,3.83,0.16,1.28,1.92,0.88,0.88,0,0,1.04,3.83,3.27,1.68,3.67,1.44,13.09,16.93,3.48
29,Sidney Crosby,PIT,C,69,1378.233333,19.97439614,1.35,2.31,1.35,0.96,3.66,71.79,9.06,14.9,1.05,14.54,11.84,9.14,4.53,0.39,1.04,1.39,0.7,0.7,0,0,0.65,2.35,1.48,2.18,3.09,1.61,33.09,30.04,2.28
208,Mikael Granlund,NSH,C,80,1633.166667,20.41458333,0.4,1.95,0.99,0.96,2.35,55.65,4.3,9.4,0.52,8.05,6.06,5.58,2.09,0.18,0.7,1.21,0.55,0.51,0.04,0,0.96,1.87,2.09,3.38,4.34,1.65,20.9,23.4,1.73
765,Sasha Chmelevski,S.J,C,19,250.5,13.18421053,0,1.92,0.96,0.96,1.92,88.89,7.43,0,0.62,14.37,11.74,5.99,1.92,1.2,1.2,0.96,0.48,0.48,0,0,0.24,0.72,1.92,4.79,3.83,0.96,7.43,11.5,9.4
14,Patrice Bergeron,BOS,C,73,1327.15,18.18013699,1.13,1.81,0.86,0.95,2.94,65.66,13.25,8.53,1.33,19.3,16.68,12.57,5.2,0.63,1.49,1.45,0.72,0.72,0,0,0.54,0.95,1.67,3.53,2.35,2.03,44.8,27.53,2.8
17,Joe Pavelski,DAL,C,82,1514.866667,18.47398374,1.07,2.14,1.19,0.95,3.21,70.43,8.56,12.5,1.16,14.81,12.36,9.78,5.94,0.44,1.27,0.55,0.28,0.28,0,0,0.71,1.74,1.39,4.12,2.34,2.73,15.61,14.14,2.08
59,Nicklas Backstrom,WSH,C,47,822.0666667,17.49078014,0.44,1.82,0.88,0.95,2.26,51.67,4.96,8.82,0.55,8.83,7.15,5.04,2.55,0.07,0.51,0.88,0.44,0.44,0,0,0.15,0.95,1.82,1.17,2.77,1.17,21.97,25.4,3.39
456,Tony DeAngelo,CAR,D,64,1267.033333,19.79739583,0.47,1.94,0.99,0.95,2.42,48.57,7.15,6.62,0.34,12.5,9.04,3.74,0.33,0.28,0.62,2.65,0.81,0.62,0.09,0.09,0.62,1.85,1.28,1.94,3.31,2.79,0,0,-
667,Jesper Bratt,N.J,L,76,1324.516667,17.42785088,1.18,2.13,1.18,0.95,3.31,77.66,8.92,13.2,0.81,14.68,11.91,8.61,3.62,0.68,0.91,0.72,0.36,0.36,0,0,0.82,2.08,1.31,1.18,3.35,1.36,0,0.14,0
106,John Carlson,WSH,D,78,1857.25,23.81089744,0.55,1.74,0.81,0.94,2.29,55.47,6.3,8.72,0.42,12.53,8.98,3.68,0.71,0.13,0.97,0.65,0.29,0.29,0,0,0.32,1.78,1.36,2.36,3.13,3.62,0,0,-
113,Michael Stone,CGY,D,11,192.0333333,17.45757576,0.62,1.25,0.31,0.94,1.87,66.67,7.5,8.33,0.29,18.43,10.62,3.12,0,0,0.31,1.25,0.62,0.62,0,0,0,1.25,0.31,8.12,5,5.31,0,0,-
613,Matthew Tkachuk,CGY,L,82,1467.6,17.89756098,1.72,2.53,1.59,0.94,4.25,70.75,10.34,16.6,1.46,18.6,15.29,12.26,6.42,0.33,1.1,2.78,1.35,1.35,0,0,1.43,3.72,1.68,3.8,2.33,0.82,0.82,0.94,1.9
622,Charlie McAvoy,BOS,D,78,1923.483333,24.66004274,0.31,1.43,0.5,0.94,1.75,44.09,5.18,6.02,0.31,9.2,7.08,2.96,0.59,0.03,0.59,2.06,0.94,0.87,0.06,0,0.81,2.03,0.9,4.83,5.83,4.02,0,0,-
243,Josh Leivo,CAR,L,7,64.6,9.228571429,0.93,1.86,0.93,0.93,2.79,60,9.29,10,1.19,13,13,6.5,4.64,0,0.93,1.86,0.93,0.93,0,0,0,0.93,0,3.72,5.57,0.93,0,0,-
752,Robert Thomas,STL,C,72,1351.933333,18.77685185,0.89,2.53,1.6,0.93,3.42,68.75,5.1,17.39,0.71,8.48,7.37,6.88,3.33,0.31,0.36,0.71,0.36,0.36,0,0,0.53,2.22,2.66,0.58,2.88,1.11,24.94,25.08,2.21
784,Calle Rosen,STL,D,18,257.9,14.32777778,0.47,1.16,0.23,0.93,1.63,53.85,4.19,11.11,0.2,9.07,5.82,3.49,0.23,0,0.93,0.93,0.47,0.47,0,0,0.23,2.56,0.7,1.4,6.05,3.72,0,0,-
76,Kyle Turris,EDM,C,23,198.3,8.62173913,0.3,0.91,0,0.91,1.21,66.67,6.35,4.76,0.43,13.01,8.77,5.45,1.21,0.3,0.3,1.21,0.61,0.61,0,0,0.61,1.51,2.72,3.93,7.26,1.82,8.47,6.66,16.94
230,Johnny Gaudreau,CGY,L,82,1522.983333,18.57296748,1.58,2.95,2.05,0.91,4.53,72.78,10.32,15.27,1.13,18.24,13.71,10.2,3.43,0.75,0.98,1.02,0.35,0.32,0,0.04,0.95,3.19,1.97,0.39,1.54,0.35,0.04,0,3.94
286,Torey Krug,STL,D,64,1315.266667,20.55104167,0.41,1.55,0.64,0.91,1.96,38.39,5.43,7.56,0.31,11.18,7.89,3.24,0.5,0.09,0.64,2.19,1.09,1.09,0,0,0.32,1.46,0.73,2.42,2.19,3.19,0,0,-
825,Quinn Hughes,VAN,D,76,1917.35,25.22828947,0.25,1.88,0.97,0.91,2.13,55.74,4.69,5.33,0.22,10.7,6.32,2.82,0.25,0.06,0.72,0.88,0.44,0.44,0,0,0.28,1.31,1.28,0.59,3.29,1.75,0,0,-
22,Blake Wheeler,WPG,R,65,1269.983333,19.53820513,0.8,2.03,1.13,0.9,2.83,75,7.89,10.18,0.92,12.43,9.92,8.93,4.25,0.38,0.71,1.7,0.85,0.85,0,0,0.52,1.7,1.51,2.93,2.65,1.75,0.19,0.8,0.9
136,Victor Hedman,T.B,D,82,2056.15,25.075,0.58,1.9,0.99,0.9,2.48,53.13,6.39,9.13,0.42,13.48,9.66,4.87,0.96,0.58,0.99,1.05,0.53,0.53,0,0,0.38,1.63,1.52,2.71,2.77,3.76,0,0,-
510,Noah Hanifin,CGY,D,81,1725.9,21.30740741,0.35,1.32,0.42,0.9,1.67,43.24,6.57,5.29,0.32,13.8,9.77,3.72,0.76,0.21,0.94,0.66,0.28,0.24,0.03,0,0.31,2.16,1.32,2.19,3.02,2.92,0,0,-
866,Juuso Riikola,PIT,D,5,66.93333333,13.38666667,0,0.9,0,0.9,0.9,25,6.27,0,0.25,12.55,7.17,3.59,0.9,0,0,1.79,0.9,0.9,0,0,0,0.9,0,11.65,10.76,1.79,0,0,-
58,Phil Kessel,ARI,R,82,1367.633333,16.67845528,0.35,1.93,1.05,0.88,2.28,65.82,7.68,4.57,0.79,13.6,10.09,7.37,2.72,0.35,1.23,1.75,0.7,0.66,0,0.04,0.22,2.33,1.71,0.26,0.83,0.92,0.18,0.35,1.46
772,Cale Makar,COL,D,77,1976.433333,25.66796537,0.85,1.76,0.88,0.88,2.61,52.76,7.29,11.67,0.45,15,9.68,4.64,0.43,0.15,1.12,0.79,0.39,0.39,0,0,0.46,1.21,1.49,2.88,2.22,3.34,0,0,-
449,Kevin Fiala,MIN,L,82,1446.733333,17.64308943,1.37,2.16,1.29,0.87,3.53,77.27,10.87,12.6,1.03,18.79,14.85,10.7,4.44,0.62,0.95,2.16,0.87,0.83,0,0.04,1.37,2.24,1.58,2.16,3.82,0.87,0.17,0.46,1.11
539,Mathew Barzal,NYI,C,73,1315.433333,18.0196347,0.68,2.01,1.14,0.87,2.69,78.67,7.34,9.32,0.77,11.49,9.49,7.12,3.1,0.36,0.55,0.82,0.41,0.41,0,0,1.05,3.74,1.96,1.64,2.87,0.78,10.67,12.36,2.11
46,Brad Marchand,BOS,L,70,1347.583333,19.25119048,1.42,2.14,1.29,0.85,3.56,76.92,10.77,13.22,1.14,17.72,13.62,10.11,3.74,0.62,1.42,4.32,1.56,1.38,0.04,0.13,1.47,2.76,1.78,3.47,4.5,0.89,0.62,1.2,1.52
525,A.J. Greer,N.J,L,9,70.7,7.855555556,0.85,0.85,0,0.85,1.7,66.67,11.88,7.14,1.02,16.97,13.58,11.03,5.09,1.7,0,1.7,0.85,0.85,0,0,5.09,3.39,0,16.97,9.34,2.55,1.7,0.85,56.58
587,Kirill Kaprizov,MIN,L,81,1547.616667,19.1063786,1.82,2.36,1.51,0.85,4.19,80,11.2,16.26,1.08,19.97,15.51,11.13,3.61,0.66,1.09,1.32,0.62,0.62,0,0,1.67,2.79,2.21,2.83,5.08,1.12,0.19,0.16,2.15
629,Patrik Laine,CBJ,L,56,1054.266667,18.82619048,1.48,1.71,0.85,0.85,3.19,74.67,9.5,15.57,0.86,18.04,13.54,8.48,1.71,0.34,1.2,1.37,0.68,0.68,0,0,0.4,2.96,1.54,1.93,2.62,0.74,0.8,1.37,2.1
754,Jason Robertson,DAL,L,74,1340.233333,18.11126126,1.84,1.7,0.85,0.85,3.54,69.3,9.85,18.64,1.18,17.91,13.12,10.88,4.97,0.31,1.57,0.98,0.49,0.49,0,0,0.31,2.24,2.15,2.24,3.04,1.07,0,0,-
95,Drew Doughty,L.A,D,39,1003.916667,25.74145299,0.42,1.43,0.6,0.84,1.85,52.54,5.92,7.07,0.34,10.94,7.59,4.6,0.72,1.14,0.72,1.79,0.9,0.9,0,0,0.36,1.43,0.54,3.59,4.6,3.17,0,0,-
96,Steven Stamkos,T.B,C,81,1496.766667,18.47860082,1.68,2.57,1.72,0.84,4.25,75.71,9.66,17.43,1.03,16.07,12.95,9.02,2.97,1.16,0.84,1.44,0.72,0.72,0,0,0.4,0.96,1.2,3.73,3.05,1.24,21.85,20.97,2.05
174,Matt Irwin,WSH,D,17,214.9166667,12.64215686,0.28,0.84,0,0.84,1.12,33.33,8.1,3.45,0.2,13.68,10.05,3.07,0.28,0.84,0.56,1.68,0.84,0.84,0,0,0.84,1.95,0.56,10.05,8.65,5.86,0,0,-
259,Ryan Nugent-Hopkins,EDM,C,63,1217.05,19.31825397,0.54,1.92,1.08,0.84,2.46,54.35,7.59,7.14,0.75,11.39,9.07,7.49,2.91,0.59,0.74,0.79,0.39,0.39,0,0,0.44,1.68,2.12,2.07,3.16,1.68,8.78,12.77,2.01
176,Mats Zuccarello,MIN,R,70,1302.183333,18.60261905,1.11,2.53,1.7,0.83,3.64,69.91,7.33,15.09,0.61,12.35,9.35,6.59,2.12,0.32,0.74,1.11,0.55,0.55,0,0,0.88,1.98,2.21,1.66,2.3,1.52,0.97,1.57,1.76
919,Matt Boldy,MIN,L,47,722.5666667,15.37375887,1.25,1.99,1.16,0.83,3.24,60.94,9.38,13.27,0.81,16.28,12.12,9.13,2.91,0.33,0.66,0.83,0.42,0.42,0,0,0.58,1.83,2.24,1.91,5.98,1.99,0.75,1.25,3.11
348,Alexander Kerfoot,TOR,C,82,1247.6,15.21463415,0.63,1.83,1.01,0.82,2.45,69.86,5.63,11.11,0.6,9.28,7.65,6.3,3.03,0.53,0.53,0.96,0.48,0.48,0,0,1.11,1.92,1.73,3.61,7.65,3.13,3.66,4.91,2.05
377,Jake Guentzel,PIT,L,76,1527.4,20.09736842,1.57,1.73,0.9,0.82,3.3,66.67,10.37,15.15,1.42,17.05,13.67,13.12,6.32,0.47,1.57,1.73,0.82,0.82,0,0,1.14,0.9,1.61,2.83,6.05,1.49,0.51,0.47,2.04
411,Seth Jones,CHI,D,78,2044.366667,26.20982906,0.15,1.35,0.53,0.82,1.5,53.68,5.69,2.58,0.28,10.71,7.48,3.11,0.85,0.21,0.38,0.82,0.41,0.41,0,0,0.35,2.08,1,2.91,4.34,4.55,0,0,-
704,Jeremy Davies,NSH,D,6,73.51666667,12.25277778,0,1.63,0.82,0.82,1.63,100,4.08,0,0.14,7.35,5.71,0.82,0,0,0,1.63,0.82,0.82,0,0,0,4.08,1.63,4.08,9.79,0.82,0,0,-
511,Rasmus Andersson,CGY,D,82,1858.65,22.66646341,0.13,1.48,0.68,0.81,1.61,36.76,4.91,2.63,0.27,9.33,6.91,2.36,0.42,0.1,0.58,0.9,0.45,0.45,0,0,0.55,1.42,0.77,2.03,3.52,4.04,0,0,-
918,Mattias Norlinder,MTL,D,6,73.75,12.29166667,0,0.81,0,0.81,0.81,33.33,1.63,0,0.08,2.44,1.63,0,0,0,0,1.63,0.81,0.81,0,0,0,0,0,3.25,4.88,2.44,0,0,-
86,Max Pacioretty,VGK,L,39,677.7666667,17.37863248,1.68,1.59,0.8,0.8,3.28,74,13.1,12.84,1.28,23.19,18.06,13.37,3.98,0.8,1.59,2.92,0.97,0.8,0.09,0.09,0.62,2.04,1.33,2.66,5.4,1.86,0.18,0.62,1.97
292,Morgan Rielly,TOR,D,82,1946.733333,23.74065041,0.31,1.79,0.99,0.8,2.1,43.31,6.81,4.52,0.31,11.84,8.94,3.51,0.49,0.18,0.62,1.23,0.62,0.62,0,0,0.28,2.34,1.23,2.84,4.1,2.68,0,0,-
487,Clark Bishop,OTT,C,9,75.08333333,8.342592593,0,0.8,0,0.8,0.8,100,6.39,0,0.71,17.58,12.79,7.19,3.2,1.6,0.8,4.79,2.4,2.4,0,0,3.2,1.6,0,9.59,9.59,2.4,2.4,2.4,39.96
616,Auston Matthews,TOR,C,73,1504.5,20.60958904,2.39,1.83,1.04,0.8,4.23,72.11,13.88,17.24,1.53,23.89,19.3,16.23,5.82,0.64,1.64,0.72,0.36,0.36,0,0,0.52,1.91,3.67,2.67,4.03,2.47,27.56,21.46,2.24
739,Nico Hischier,N.J,C,70,1354.083333,19.34404762,0.93,1.73,0.93,0.8,2.66,72.29,6.78,13.73,0.84,11.96,9.48,8.37,3.99,0.44,0.62,0.75,0.31,0.27,0.04,0,0.66,1.37,1.99,2.22,5.05,2.13,32.35,29.78,2.31
910,Nikita Okhotiuk,N.J,D,5,75.43333333,15.08666667,0.8,0.8,0,0.8,1.59,66.67,3.98,20,0.24,10.34,5.57,4.77,0,0.8,0,1.59,0.8,0.8,0,0,1.59,1.59,0.8,12.73,5.57,0.8,0,0,-
9,Ryan Getzlaf,ANA,C,56,1061.65,18.95803571,0.17,1.92,1.13,0.79,2.09,69.81,5.88,2.88,0.53,10.85,8.36,5.03,1.41,0.06,0.45,1.64,0.73,0.68,0.06,0,0.51,3.79,1.98,5.03,2.71,3.16,30.86,27.07,3.01
181,Johan Larsson,"ARI, WSH",L,43,684.35,15.91511628,0.61,1.23,0.44,0.79,1.84,63.64,3.86,15.91,0.43,7.72,5.7,4.3,1.58,0.44,0.35,2.81,1.14,0.96,0.18,0,0.88,1.14,1.14,6.14,6.58,2.19,17.1,19.9,4.05
408,Nathan MacKinnon,COL,C,65,1368.966667,21.06102564,1.4,2.45,1.67,0.79,3.86,70.97,13.1,10.7,1.16,21.96,16.87,12.4,3.68,0.48,1.67,1.84,0.79,0.7,0.09,0,1.71,2.45,1.62,2.98,3.59,1.71,16.79,20.21,1.99
188,Justin Faulk,STL,D,76,1762.983333,23.19714912,0.54,1.06,0.27,0.78,1.6,38.84,5.68,9.58,0.33,10.82,7.45,3.54,0.71,0.37,0.44,1.46,0.54,0.48,0.03,0.03,0.27,1.36,1.26,5.07,2.55,3.44,0,0,-
441,Sam Reinhart,FLA,C,78,1385.7,17.76538462,1.43,2.12,1.34,0.78,3.55,63.57,8.05,17.74,1.23,14.07,11.52,10.22,5.72,0.74,1.13,0.56,0.22,0.17,0.04,0,0.52,1.86,1.6,2.12,6.75,1.3,7.53,8.01,2.1
484,Michael Bunting,TOR,L,79,1227.85,15.54240506,1.12,1.95,1.17,0.78,3.08,62.38,8.55,13.14,1.17,14.46,11.83,10.65,5.82,0.34,1.27,3.91,1.56,1.47,0,0.1,2.2,1.12,1.76,4.15,4.94,1.03,0.39,0.39,2.44
658,Jordan Kyrou,STL,C,74,1226.7,16.57702703,1.32,2.35,1.57,0.78,3.67,81.52,9.2,14.36,0.85,15.8,11.84,10.27,2.98,0.88,0.78,0.98,0.49,0.49,0,0,1.32,1.57,1.76,0.29,4.89,1.12,0.29,0.44,1.96
916,Bobby Brink,PHI,R,10,154.4833333,15.44833333,0,1.55,0.78,0.78,1.55,80,6.99,0,0.79,12.04,10.1,7.77,3.5,0.39,0.78,0,0,0,0,0,1.17,1.55,0.39,5.83,3.88,0.78,1.17,0.39,29.13
